,id_prodotto,descrizione,cat1,cat2,cat3,iva,pzxcar,um,costo,prezzo_vendita,brand
698,COD_3D19E223A9,biscotti 700g c,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,3.31,4.59,B012
699,COD_6CF3287710,tortagel chiaro,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,INGREDIENTI PER PASTICCERIA,10,12.0,PZ,1.28,1.79,B018
708,COD_C46FB588BD,brillasciuga re,CURA CASA,DETERGENTE STOVIGLIE,ADDITIVI LAVASTOVIGLIE,22,16.0,PZ,2.1,3.59,B116
715,COD_86D5B67EA1,pate' 100g tonn,SCATOLAME SALATO,CONSERVE ANIMALI,PATE' E SPALMABILI SALATI,10,12.0,PZ,2.67,3.89,B045
730,COD_382D48C20A,tonno olio oliv,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,12.0,PZ,8.59,10.4,B045
733,COD_CF921045B9,sugo 400g basil,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,6.0,PZ,1.89,2.69,B001
741,COD_D02C8AC122,dado classico 2,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,24.0,PZ,1.25,2.09,B051
743,COD_225637C98C,spaghettini 3 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.28,0.45,B001
744,COD_DD3665749A,spaghetti 5 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.12,0.05,B001
745,COD_4847834CED,spaghetti gross,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.28,0.45,B001
746,COD_B74C47BC8F,bucatini 9 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.98,1.15,B001
747,COD_4578A5499A,linguine 13 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.18,1.35,B001
748,COD_5BE5BFD610,puntine 23 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,-0.02,0.15,B001
749,COD_5A7E46D754,midolline 24 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,1.08,1.25,B001
750,COD_0618A56090,risoni 26 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.28,0.45,B001
751,COD_0AA8FA246F,stelline 27 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,1.18,1.35,B001
752,COD_E212B84471,conchigliette 3,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.46,0.55,B001
753,COD_EF114BA1D8,lumachine 42 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,32.0,PZ,1.48,1.65,B001
754,COD_34B7E9FC89,mezze maniche r,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,-0.12,0.05,B001
755,COD_690062A40F,sedanini 53 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,28.0,PZ,1.28,1.45,B001
756,COD_6E70F1E38D,mezze penne rig,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,28.0,PZ,1.48,1.65,B001
757,COD_A73DECCDF2,penne lisce 71 ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,28.0,PZ,0.38,0.55,B001
758,COD_684490495E,pennette rigate,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,28.0,PZ,0.88,1.05,B001
759,COD_D85EC22397,penne rigate 73,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.48,0.65,B001
760,COD_3EBF98DD05,ziti tagliati 7,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,28.0,PZ,1.38,1.55,B001
761,COD_E27B21077C,tortiglioni 83 ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.28,0.45,B001
763,COD_381F1ACC8F,rigatoni 89 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,20.0,PZ,1.28,1.45,B001
764,COD_C5CE259B7F,sedani rigati 9,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,28.0,PZ,0.08,0.25,B001
765,COD_56105E7AD0,fusilli 98 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.18,1.35,B001
766,COD_94E854EE46,farfalline 59 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,32.0,PZ,1.67,1.65,B001
768,COD_91FD23CF2C,caffe' rossa 25,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,7.09,10.29,B076
769,COD_5BB5736FC5,caffe' rossa 25,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,20.0,PZ,5.69,7.69,B076
771,COD_1076C011E1,omog. 80gx2 ver,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.44,1.89,B155
772,COD_EF2617742F,omog. 80gx2 vit,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.6,2.49,B155
774,COD_C656861A8B,birra 33clx3,BEVANDE,BIRRE,BIRRE ESTERE VETRO,22,8.0,PZ,1.34,2.59,B109
775,COD_32F0344348,acqua minerale ,BEVANDE,ACQUA,ACQUA NON GASSATA,22,6.0,PZ,0.5,0.73,B066
778,COD_03D53396D6,'non dolce 500 ,FRESCHI,LATTICINI UHT - PANNA E BESCIAMELLA,PANNA UHT,10,20.0,PZ,1.06,1.89,B153
779,COD_BC517A3529,spray ' vegetal,FRESCHI,LATTICINI UHT - PANNA E BESCIAMELLA,PANNA UHT,10,12.0,PZ,2.14,2.79,B153
780,COD_B610D614A2,zucchero velo v,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,INGREDIENTI PER PASTICCERIA,22,24.0,PZ,0.16,0.55,B018
789,COD_B595C32BA0,sticks salati 1,SCATOLAME SALATO,FUORI PASTO SALATI,ALTRI FUORI PASTO SALATI,10,14.0,PZ,-0.17,0.29,B019
798,COD_A8F83CDB2F,sugo 400g arrab,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,6.0,PZ,0.79,1.59,B001
800,COD_6E24653D14,maxi cocktail 3,SCATOLAME SALATO,FUORI PASTO SALATI,ALTRI FUORI PASTO SALATI,10,10.0,PZ,2.43,3.99,B019
801,COD_ED044FFB29,gran festa 400g,SCATOLAME SALATO,FUORI PASTO SALATI,ALTRI FUORI PASTO SALATI,10,10.0,PZ,2.75,3.69,B019
815,COD_DFEEF8BEE5,caffe' 250gx2 a,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,5.97,9.69,B078
824,COD_7EE93385B2,copriasse moll.,BAZAR LEGGERO,CASA ARREDO,PULIZIA CASA,22,6.0,PZ,7.69,14.79,B084
828,COD_A241A49E14,cannelloni uovo,SCATOLAME SALATO,PASTA,PASTA ALL'UOVO I,04,12.0,PZ,0.9,1.99,B001
833,COD_5B62DCFBF9,frumina amido 2,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,INGREDIENTI PER PASTICCERIA,10,12.0,PZ,1.58,1.99,B018
835,COD_709437A8ED,orzoro ' 120g c,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE CACAO/LATT/ORZO,ORZO E SOSTITUTI CAFFE',10,15.0,PZ,1.61,2.39,B029
847,COD_D3A963FE18,omog. 80gx2 pro,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,2.5,3.39,B155
849,COD_95729148A5,crema soft ml.2,CURA PERSONA,CORPO MANI PIEDI,TRATTAMENTO CORPO,22,12.0,PZ,2.53,4.49,B123
851,COD_34928A8525,fette biscottat,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,FETTE BISCOTTATE,04,16.0,PZ,2.3,3.19,B001
858,COD_4C69450066,tov. extra x 22,CURA CASA,USA E GETTA - ACCESSORI E CARTA,TOVAGLIOLI DI CARTA,22,12.0,PZ,2.31,3.19,B096
861,COD_82E86FA820,gallette rys 10,SCATOLAME SALATO,"PANE E SOSTITUTIVI: PANE IND,E CROCCANTI",PANETTI CROCCANTI,10,12.0,PZ,1.28,1.79,B043
866,COD_B87D5DF519,granturchese 80,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,10.0,PZ,3.3,4.19,B016
875,COD_A8FB497DEC,pesto 190g tigu,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,2.09,2.89,B051
876,COD_3465B1745B,crema 500 ml bi,CURA CASA,DETERGENTI SUPERFICI,PICCOLE SUPERFICI,22,16.0,PZ,0.72,1.79,B118
877,COD_FBBC94816F,crema lemon 500,CURA CASA,DETERGENTI SUPERFICI,PICCOLE SUPERFICI,22,16.0,PZ,0.82,1.89,B118
887,COD_9B710C4CAB,risotto 175g fu,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,10.0,PZ,1.15,1.79,B051
888,COD_0488847871,dado vegetale 2,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,24.0,PZ,0.82,1.69,B051
889,COD_A3AEC29191,biscotti 720g,SCATOLAME DOLCE,CIBO INFANZIA,BISCOTTI INFANZIA,10,6.0,PZ,5.84,6.79,B155
891,COD_2AE806C980,minestrone trad,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,12.0,PZ,1.16,1.99,B052
892,COD_9DB088D1B1,bibita 20clx4 v,BEVANDE,BEVANDE GASSATE,COLA,22,6.0,PZ,2.65,4.55,B054
909,COD_211599789A,spaghetti 09 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.34,0.75,B009
910,COD_8333171938,vermicelli 10 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.55,0.95,B009
911,COD_4AA72FDB65,linguine 12 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.34,1.75,B009
912,COD_A12A3FCC58,elicoidali 34 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.15,0.55,B009
913,COD_A6AF479899,rigatoni 35 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,1.36,1.75,B009
914,COD_D70065B75B,gnocchi sardi 3,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.63,1.05,B009
915,COD_4ACAA53FCC,ditali 52 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,1.38,1.75,B009
916,COD_4CF1D65F21,fusilli 63 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,1.44,1.85,B009
917,COD_2AA1517363,penne ziti lisc,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.15,0.55,B009
918,COD_0029F07DDF,penne ziti riga,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.14,0.55,B009
919,COD_7002A3C990,farfalle 78 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.65,1.05,B009
920,COD_375B9A461A,casarecce 88 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,16.0,PZ,0.54,0.95,B009
921,COD_342AC1895C,mafalde 101 500,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,20.0,PZ,0.68,1.19,B009
922,COD_2B88B491A2,gigantoni 830 s,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,12.0,PZ,0.29,0.79,B009
923,COD_30533D581A,schiaffoni 831 ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,12.0,PZ,1.69,2.19,B009
925,COD_7D1D3D6643,energy 355ml la,BEVANDE,BEVANDE GASSATE,ENERGY DRINK,22,24.0,PZ,1.99,2.49,B060
928,COD_8041268F60,spazzolino zig ,CURA PERSONA,IGIENE ORALE,SPAZZOLINI,22,12.0,PZ,0.25,1.09,B130
938,COD_9C66F640D6,tavoletta 100g ,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,20.0,PZ,3.03,4.19,B027
955,COD_DDB7ECECA0,petto di pollo ,GASTRONOMIA,SALUMI,ALTRI SALUMI COTTI,10,3.0,KG,8.73,16.2,B133
956,COD_C848FADD9E,tea 25 filtri c,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,TEA,10,24.0,PZ,1.19,1.79,B051
958,COD_61D42F33C3,175g paprika,SCATOLAME SALATO,FUORI PASTO SALATI,ESTRUSI,10,19.0,PZ,1.24,1.99,B103
959,COD_EF1233622B,175g original,SCATOLAME SALATO,FUORI PASTO SALATI,ESTRUSI,10,19.0,PZ,2.5,3.29,B103
961,COD_E450A1C64F,wurstel suino t,FRESCHI,PRECOTTI,WURSTEL,10,12.0,PZ,1.06,2.39,B144
964,COD_A50C7F6DCC,gelato 500g bia,SURGELATI,SURGELATO SALUTISTICO,SURGELATO S/G-S/L-VEG,10,6.0,PZ,3.01,4.69,B043
965,COD_3FFD568830,gelato 500g bia,SURGELATI,SURGELATO SALUTISTICO,SURGELATO S/G-S/L-VEG,10,6.0,PZ,1.75,3.49,B043
966,COD_82AA4CEA74,cotoletta surge,SURGELATI,SURGELATO SALUTISTICO,SURGELATO S/G-S/L-VEG,10,12.0,PZ,1.21,2.39,B043
972,COD_3E842ECFD7,fave 450g,SURGELATI,SURGELATO VERDURE,SURG. VEGETALI NATURALI/FRUTTA,04,12.0,PZ,1.15,2.29,B098
973,COD_B6D7BFBE24,misto benessere,SURGELATI,SURGELATO VERDURE,SURG. VEGETALI NATURALI/FRUTTA,04,12.0,PZ,2.42,2.99,B098
974,COD_8DE73C4F3B,2 cordon bleu d,SURGELATI,SURGELATO CARNE,SURGELATI CARNE,10,9.0,PZ,1.42,2.25,B133
983,COD_91A700B6EB,piselli novelli,SURGELATI,SURGELATO VERDURE,SURG. VEGETALI NATURALI/FRUTTA,04,14.0,PZ,2.83,3.39,B097
984,COD_76E8725F3A,pisellini prima,SURGELATI,SURGELATO VERDURE,SURG. VEGETALI NATURALI/FRUTTA,04,14.0,PZ,3.44,3.99,B097
985,COD_4B04477A56,4 beefburger 40,SURGELATI,SURGELATO CARNE,SURGELATI CARNE,10,8.0,PZ,4.87,8.29,B097
998,COD_6E5F838192,sandwich gelato,SURGELATI,SURGELATO SALUTISTICO,SURGELATO S/G-S/L-VEG,10,9.0,PZ,2.09,3.89,B043
1003,COD_C8723E0DB3,pizza speedy ma,SURGELATI,SURGELATO SPECIALITÀ,SURGELATI PIZZE,10,9.0,PZ,2.48,3.89,B019
1044,COD_715F1B91CB,contorno patate,SURGELATI,SURGELATO SPECIALITÀ,SURGELATI PIATTI PRONTI,10,12.0,PZ,1.92,3.79,B098
1045,COD_5DE501A7C9,mascarpone 250g,FRESCHI,FORMAGGI BLS,MASCARPONE,04,8.0,PZ,2.84,3.99,B149
1079,COD_7C82B55316,fette 315g dolc,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,FETTE BISCOTTATE,04,16.0,PZ,2.12,2.99,B012
1080,COD_3475FD5FBC,gran bauletto 5,SCATOLAME SALATO,"PANE E SOSTITUTIVI: PANE IND,E CROCCANTI",PANE INDUSTRIALE E MEDIA E LUNGA CONSERVAZIONE,04,6.0,PZ,2.05,3.09,B012
1081,COD_6E2874A222,saikebon cup 60,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,8.0,PZ,0.46,1.19,B051
1082,COD_1444A4CFFD,yakisoba cup 93,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,8.0,PZ,0.55,1.39,B051
1083,COD_B919D9A9E7,yakisoba cup 93,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,8.0,PZ,1.06,1.89,B051
1084,COD_DFBA9DA826,bibita regular ,BEVANDE,BEVANDE GASSATE,COLA,22,6.0,PZ,1.07,1.59,B054
1085,COD_277192A32C,bibita zero lt ,BEVANDE,BEVANDE GASSATE,COLA,22,6.0,PZ,0.78,1.29,B054
1090,COD_698D54A4DF,cavolo verza 50,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,04,6.0,PZ,1.97,2.69,B138
1091,COD_17C8F3F919,birra senza glu,BEVANDE,BIRRE,BIRRE ANALCOLICHE/S GLUTINE,22,8.0,PZ,3.14,4.59,B110
1096,COD_73322EB012,cereali fitness,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,CEREALI PRIMA COLAZIONE,10,8.0,PZ,3.09,3.69,B029
1099,COD_538A47FD83,salame piccante,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,20.0,PZ,1.31,1.99,B143
1100,COD_2DADCF8CD8,prosciutto crud,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,20.0,PZ,1.13,1.79,B143
1101,COD_DC725CB481,prosciutto cott,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,20.0,PZ,-0.09,0.59,B143
1102,COD_1F32372282,speck affettato,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,20.0,PZ,0.13,0.79,B143
1103,COD_705D406D5D,salame milano c,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,20.0,PZ,0.31,0.99,B143
1104,COD_D9E4D69F1C,yogurt mix 150g,FRESCHI,YOGURT,YOGURT BICOMPARTIMENTALE,10,12.0,PZ,1.24,1.75,B154
1124,COD_F579C3DF0B,robiola 100g,FRESCHI,FORMAGGI BLS,ALTRI FORMAGGI FRESCHI,04,10.0,PZ,1.11,1.55,B042
1126,COD_C8010AEA06,brioss 280g lat,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,2.11,2.69,B026
1127,COD_1E462C7443,colazione piu' ,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,2.61,3.19,B026
1128,COD_1B3D148119,450g,SCATOLAME DOLCE,SPALMABILI DOLCI,CREME SPALMABILI DOLCI,10,15.0,PZ,3.78,4.79,B023
1133,COD_D1B62E71EC,dessert nuvole ,FRESCHI,FRESCHI DOLCI,DESSERT FRESCHI,10,8.0,PZ,0.9,1.95,B028
1138,COD_01D92C9802,spaghetto quadr,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.59,0.99,B011
1139,COD_8469B25336,rigatoni n.31 5,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.09,1.49,B011
1140,COD_E1B5F15F82,' di soia da mo,FRESCHI,LATTICINI UHT - PANNA E BESCIAMELLA,PANNA UHT,10,20.0,PZ,1.98,3.09,B153
1145,COD_65558C9EB7,squeez mela gol,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,6.0,PZ,1.09,1.39,B136
1146,COD_41496690AF,squeez mela/fra,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,6.0,PZ,1.29,1.59,B136
1147,COD_BD841403DE,squeez mela/per,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,6.0,PZ,0.19,0.49,B136
1148,COD_2406190C8E,squeez mela/fr.,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,6.0,PZ,1.09,1.39,B136
1168,COD_500E294D44,formaggino mio ,FRESCHI,LATTICINI UHT ED ASSIMILABILI,FORMAGGI UHT E SIMILARI,04,24.0,PZ,0.92,1.49,B029
1171,COD_F09C3D232A,crackers grano ,SCATOLAME SALATO,"PANE E SOSTITUTIVI: PANE IND,E CROCCANTI",CRACKERS,04,12.0,PZ,0.51,1.09,B005
1172,COD_9DCAA2CD60,erbe mediterran,FRESCHI,FORMAGGI BLS,FRESCHI INDUSTRIALI,04,10.0,PZ,1.19,1.89,B151
1179,COD_FEDCBBA398,pesto tigullio ,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,1.71,2.49,B051
1186,COD_5BB8686DBE,tavoletta nero ,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,20.0,PZ,1.87,2.59,B028
1204,COD_ECD96C9134,mortadella casa,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,20.0,PZ,1.51,2.19,B143
1210,COD_D0FE429629,tavoletta oreo ,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,16.0,PZ,0.64,1.19,B033
1212,COD_C68F939116,acqua minerale ,BEVANDE,ACQUA,ACQUA NON GASSATA,22,6.0,PZ,-0.22,-0.05,B071
1216,COD_19FFF9CE70,bevanda 1lt ave,FRESCHI,LATTICINI UHT ED ASSIMILABILI,SOST. LATTE UHT,22,10.0,PZ,0.82,1.69,B043
1234,COD_562BFC5562,farina manitoba,SCATOLAME SALATO,INGREDIENTI  BASE - FARINE,FARINE/ MISCELE,04,10.0,PZ,1.58,1.69,B001
1235,COD_B7E6961BAE,linguine rigate,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.19,0.59,B008
1240,COD_4AED7C055E,2 burger di sal,SURGELATI,SURGELATO SPECIALITÀ,SURGELATI PIATTI PRONTI,10,7.0,PZ,4.6,5.59,B097
1275,COD_D8AD998E31,nocc.intere s/l,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,10.0,PZ,2.44,3.29,B034
1276,COD_5EDADBDF67,latte senza lat,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,12.0,PZ,1.45,2.29,B034
1277,COD_0782F45949,tavoletta excel,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,20.0,PZ,3.06,4.19,B027
1281,COD_A7DB3BF4BC,cialda misc.dec,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,8.0,PZ,1.5,2.79,B080
1284,COD_8126A27121,prep.pancakes g,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,PREPARATI PER TORTE,10,8.0,PZ,1.63,2.29,B019
1285,COD_E74CBE0D72,mele enjoy dolc,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,MELE,04,6.0,PZ,0.72,1.39,B136
1286,COD_9D8A33278A,crema alle nocc,SCATOLAME DOLCE,SPALMABILI DOLCI,CREME SPALMABILI DOLCI,10,12.0,PZ,3.59,5.49,B027
1289,COD_1674453255,tortiglioni 500,SCATOLAME SALATO,PASTA,PASTA INTEGRALE/FARRO/KAMUT,04,12.0,PZ,2.57,3.69,B005
1292,COD_4B37EDD834,gocciole wild g,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI INTEGRALI/MULTICEREALI,10,12.0,PZ,1.33,2.49,B014
1297,COD_CE0DAF010D,penne rigate 50,SCATOLAME SALATO,PASTA,PASTA INTEGRALE/FARRO/KAMUT,04,16.0,PZ,1.38,1.99,B009
1298,COD_2C34648E16,legumotti lent/,SCATOLAME SALATO,CEREALI E ZUPPE,CEREALI,04,12.0,PZ,1.74,2.19,B001
1317,COD_C89BE90F2A,i love 500g fra,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,8.0,PZ,1.75,2.49,B150
1323,COD_D95F93FEA7,salsa pronta 30,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,8.0,PZ,1.05,1.65,B001
1340,COD_56FF83BA4D,tonno zero 65gx,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO NATURALE,10,20.0,PZ,2.19,3.29,B047
1348,COD_F76F6A9ADE,kit cialde caff,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,4.0,PZ,5.89,9.69,B021
1350,COD_933FA780EC,biscotto dei gr,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,6.0,PZ,2.23,2.89,B155
1376,COD_5F10C3D0AC,brodo granul. 1,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,1.21,1.69,B051
1377,COD_83EC766369,brodo granul. 1,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,2.42,2.89,B051
1391,COD_CD319D588F,coppa dolce sta,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,20.0,PZ,0.23,0.89,B143
1397,COD_27AD02816A,sensations 156g,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,PASTICCERIA,10,12.0,PZ,2.69,3.49,B033
1420,COD_71142D2958,pisellini prima,SURGELATI,SURGELATO VERDURE,SURG. VEGETALI NATURALI/FRUTTA,04,9.0,PZ,6.54,8.09,B097
1459,COD_497DDC9722,4 fiori di merl,SURGELATI,SURGELATO PESCE,SURGELATO PESCE NATURALE,10,12.0,PZ,4.87,6.59,B097
1464,COD_41AB66DB04,verduri' verdur,SURGELATI,SURGELATO SPECIALITÀ,SURGELATI PIATTI PRONTI,10,12.0,PZ,0.74,1.89,B098
1472,COD_B21E3E999D,light twin 2x80,FRESCHI,FORMAGGI BLS,FRESCHI INDUSTRIALI,04,12.0,PZ,1.86,2.35,B151
1474,COD_456C91F2F9,pesto di pomodo,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,1.02,2.05,B050
1475,COD_D8B5FF61AA,salsa di pomodo,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,1.01,1.49,B050
1476,COD_417AA106C8,passata di pomo,SCATOLAME SALATO,DERIVATI DEL POMODORO,PASSATA DI POMODORO,04,12.0,PZ,1.91,2.19,B050
1477,COD_8C105C2B5D,passata di pomo,SCATOLAME SALATO,DERIVATI DEL POMODORO,PASSATA DI POMODORO,04,12.0,PZ,0.59,0.89,B050
1482,COD_D9AE2A8951,biscot.granturc,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI INTEGRALI/MULTICEREALI,10,12.0,PZ,1.11,1.69,B016
1536,COD_5530BFA7ED,5 fiori di nase,SURGELATI,SURGELATO PESCE,SURGELATO PESCE NATURALE,10,8.0,PZ,3.42,4.59,B097
1586,COD_1D8413D059,sacch.patt.cond,CURA CASA,USA E GETTA - AVVOL E SACCHETTI,SACCHETTI SPAZZATURA,22,12.0,PZ,2.04,3.49,B095
